CHROM	BIN_START	N_SNPS	TajimaD
chr11	5910000	382	0.611549
chr11	5920000	373	0.274163
chr11	5930000	391	0.251268
chr11	5940000	383	0.217363
chr11	5950000	374	0.232358
chr11	5960000	379	0.229234
chr11	5970000	365	0.491013
chr11	5980000	381	0.518013
chr11	5990000	338	0.421669
chr11	6000000	345	0.594142
chr11	6010000	354	0.647126
chr11	6020000	357	0.817841
chr11	6030000	367	0.898963
chr11	6040000	390	1.1107
chr11	6050000	394	0.861736
chr11	6060000	358	0.713389
chr11	6070000	344	0.609184
chr11	6080000	347	0.584016
chr11	6090000	378	0.459264
chr11	6100000	366	0.26228
chr11	6110000	334	0.281491
chr11	6120000	314	0.217413
chr11	6130000	308	0.0495161
chr11	6140000	291	-0.126794
chr11	6150000	352	0.00249501
chr11	6160000	426	0.367497
chr11	6170000	485	0.680511
chr11	6180000	494	0.717365
chr11	6190000	514	0.633774
chr11	6200000	585	0.432602
chr11	6210000	629	0.332753
chr11	6220000	647	0.303532
chr11	6230000	662	0.208394
chr11	6240000	637	0.0963457
chr11	6250000	603	0.0732959
chr11	6260000	580	-0.222536
chr11	6270000	513	-0.645289
chr11	6280000	506	-0.692019
chr11	6290000	544	-0.542996
chr11	6300000	509	-0.332939
chr11	6310000	526	-0.0420787
chr11	6320000	581	-0.0963879
chr11	6330000	594	0.0643252
chr11	6340000	616	0.0917703
chr11	6350000	574	0.0766903
chr11	6360000	525	0.0508357
chr11	6370000	549	0.0777525
chr11	6380000	539	0.0644939
chr11	6390000	472	0.0670382
chr11	6400000	411	0.10058
chr11	6410000	378	-0.251289
chr11	6420000	309	-0.13056
chr11	6430000	344	0.0355429
chr11	6440000	336	-0.121025
chr11	6450000	330	-0.14484
chr11	6460000	361	-0.0708869
chr11	6470000	374	-0.0715222
chr11	6480000	397	-0.160104
chr11	6490000	407	-0.131536
chr11	6500000	502	0.509629
chr11	6510000	602	0.458254
chr11	6520000	654	0.404381
chr11	6530000	619	0.236686
chr11	6540000	663	0.283182
chr11	6550000	683	0.337753
chr11	6560000	674	0.371051
chr11	6570000	659	0.352519
chr11	6580000	636	0.481813
chr11	6590000	664	0.64882
chr11	6600000	584	0.278365
chr11	6610000	496	0.45549
chr11	6620000	478	0.615357
chr11	6630000	463	0.800959
chr11	6640000	431	0.718683
chr11	6650000	423	0.595391
chr11	6660000	414	0.60217
chr11	6670000	392	0.610875
chr11	6680000	383	0.656816
chr11	6690000	330	0.435026
chr11	6700000	306	0.35818
chr11	6710000	298	0.342339
chr11	6720000	277	0.197842
chr11	6730000	330	0.505692
chr11	6740000	337	0.756455
chr11	6750000	300	0.944863
chr11	6760000	290	1.05929
chr11	6770000	276	1.12889
chr11	6780000	274	0.941834
chr11	6790000	334	0.887547
chr11	6800000	391	0.900124
chr11	6810000	372	0.948159
chr11	6820000	395	1.01161
chr11	6830000	332	0.718533
chr11	6840000	294	0.777515
chr11	6850000	337	0.837072
chr11	6860000	461	1.32188
chr11	6870000	731	1.38453
chr11	6880000	826	1.36167
chr11	6890000	936	1.38928
chr11	6900000	1045	1.38683
chr11	6910000	1263	1.33363
chr11	6920000	1346	1.29208
chr11	6930000	1361	1.31353
chr11	6940000	1360	1.30631
chr11	6950000	1339	1.28342
chr11	6960000	1254	1.14346
chr11	6970000	1052	1.00354
chr11	6980000	986	0.922071
chr11	6990000	857	0.688568
chr11	7000000	753	0.330049
chr11	7010000	530	-0.0428093
chr11	7020000	422	-0.276548
chr11	7030000	407	-0.358256
chr11	7040000	448	-0.292136
chr11	7050000	498	-0.0917027
chr11	7060000	464	-0.227835
chr11	7070000	432	-0.16674
chr11	7080000	411	-0.119918
chr11	7090000	370	0.108754
chr11	7100000	416	-0.144316
chr11	7110000	459	-0.369001
chr11	7120000	475	-0.522086
chr11	7130000	482	-0.654635
chr11	7140000	527	-0.996627
chr11	7150000	483	-1.34487
chr11	7160000	504	-1.4239
chr11	7170000	491	-1.59048
chr11	7180000	543	-1.5008
chr11	7190000	574	-1.33722
chr11	7200000	493	-1.02181
chr11	7210000	464	-0.732712
chr11	7220000	449	-0.677728
chr11	7230000	458	-0.541521
chr11	7240000	376	-0.249062
chr11	7250000	362	-0.175062
chr11	7260000	326	-0.0264628
chr11	7270000	346	-0.00565512
chr11	7280000	293	0.105152
chr11	7290000	296	-0.16393
chr11	7300000	318	-0.384489
chr11	7310000	331	-0.597678
chr11	7320000	421	-0.157002
chr11	7330000	458	0.0651056
chr11	7340000	535	0.228903
chr11	7350000	575	0.318705
chr11	7360000	586	0.365526
chr11	7370000	585	0.452588
chr11	7380000	608	0.368402
chr11	7390000	630	0.456942
chr11	7400000	612	0.583822
chr11	7410000	606	0.529756
chr11	7420000	500	0.405139
chr11	7430000	460	0.222359
chr11	7440000	390	0.082718
chr11	7450000	374	-0.0624131
chr11	7460000	370	-0.184019
chr11	7470000	346	-0.374592
chr11	7480000	349	-0.349632
chr11	7490000	300	-0.615018
chr11	7500000	289	-0.755376
chr11	7510000	268	-0.665414
chr11	7520000	298	-0.747908
chr11	7530000	309	-0.761309
chr11	7540000	378	-0.901558
chr11	7550000	433	-0.996341
chr11	7560000	497	-1.00839
chr11	7570000	592	-0.975417
chr11	7580000	627	-0.977944
chr11	7590000	760	-0.786514
chr11	7600000	849	-0.793878
chr11	7610000	919	-0.763649
chr11	7620000	985	-0.779038
chr11	7630000	1025	-0.810698
chr11	7640000	1100	-0.679969
chr11	7650000	1142	-0.441754
chr11	7660000	1196	-0.146357
chr11	7670000	1077	-0.0750324
chr11	7680000	995	-0.00656268
chr11	7690000	862	0.0299898
chr11	7700000	754	0.15536
chr11	7710000	675	0.234885
chr11	7720000	573	0.47156
chr11	7730000	482	0.777824
chr11	7740000	381	1.22767
chr11	7750000	290	1.19262
chr11	7760000	178	0.965195
chr11	7770000	267	1.4869
chr11	7780000	364	1.76055
chr11	7790000	383	1.87661
chr11	7800000	431	1.78677
chr11	7810000	491	1.65822
chr11	7820000	533	1.64703
chr11	7830000	578	1.54235
chr11	7840000	594	1.43047
chr11	7850000	566	1.42493
chr11	7860000	560	1.2793
chr11	7870000	485	0.98459
chr11	7880000	402	0.588136
chr11	7890000	389	0.342617
chr11	7900000	404	0.0591632
chr11	7910000	359	-0.0629945
chr11	7920000	405	0.20865
chr11	7930000	419	0.15027
chr11	7940000	425	0.22952
chr11	7950000	505	0.275734
chr11	7960000	553	0.226647
chr11	7970000	586	0.266352
chr11	7980000	589	0.31316
chr11	7990000	593	0.300486
chr11	8000000	553	0.398492
chr11	8010000	549	0.389575
chr11	8020000	485	0.0698254
chr11	8030000	436	0.0582411
chr11	8040000	360	-0.0365466
chr11	8050000	304	-0.116505
chr11	8060000	248	-0.0108784
chr11	8070000	217	-0.178352
chr11	8080000	240	-0.679893
chr11	8090000	313	-1.18112
chr11	8100000	293	-1.24432
chr11	8110000	293	-1.19235
chr11	8120000	271	-1.27634
chr11	8130000	402	-0.604639
chr11	8140000	540	-0.512779
chr11	8150000	630	-0.477605
chr11	8160000	702	-0.52808
chr11	8170000	741	-0.457909
chr11	8180000	719	-0.306217
chr11	8190000	634	0.0220886
chr11	8200000	659	0.0277867
chr11	8210000	723	0.0107024
chr11	8220000	751	0.0589888
chr11	8230000	636	-0.0799144
chr11	8240000	498	-0.11296
chr11	8250000	392	-0.135606
chr11	8260000	352	0.0708808
chr11	8270000	382	0.0407995
chr11	8280000	461	0.165034
chr11	8290000	588	0.419657
chr11	8300000	651	0.566134
chr11	8310000	699	0.851231
chr11	8320000	831	0.951225
chr11	8330000	904	1.04303
chr11	8340000	934	0.999056
chr11	8350000	1001	0.985773
chr11	8360000	976	1.01256
chr11	8370000	977	0.95439
chr11	8380000	906	0.968318
chr11	8390000	874	0.803118
chr11	8400000	870	0.713503
chr11	8410000	853	0.445891
chr11	8420000	744	0.276831
chr11	8430000	693	0.071223
chr11	8440000	780	0.156212
chr11	8450000	803	0.134078
chr11	8460000	891	0.120927
chr11	8470000	844	0.222905
chr11	8480000	948	0.150782
chr11	8490000	970	0.145574
chr11	8500000	971	0.0711131
chr11	8510000	988	0.10279
chr11	8520000	1048	0.0622085
chr11	8530000	1058	0.0471081
chr11	8540000	1020	-0.0111611
chr11	8550000	945	-0.0366996
chr11	8560000	869	-0.0783997
chr11	8570000	865	-0.0816305
chr11	8580000	771	-0.0710198
chr11	8590000	700	-0.0613961
chr11	8600000	635	0.0227446
chr11	8610000	530	-0.0310211
chr11	8620000	447	0.00138273
chr11	8630000	404	0.118751
chr11	8640000	358	0.314345
chr11	8650000	448	0.467625
chr11	8660000	494	0.650932
chr11	8670000	560	0.733246
chr11	8680000	624	0.711184
chr11	8690000	611	0.738883
chr11	8700000	596	0.69078
chr11	8710000	609	0.684653
chr11	8720000	638	0.716692
chr11	8730000	687	0.752864
chr11	8740000	701	0.777742
chr11	8750000	642	0.752183
chr11	8760000	686	0.648084
chr11	8770000	729	0.696222
chr11	8780000	697	0.786241
chr11	8790000	700	0.820059
chr11	8800000	733	0.843344
chr11	8810000	798	0.895148
chr11	8820000	860	0.647687
chr11	8830000	887	0.511377
chr11	8840000	858	0.408777
chr11	8850000	847	0.372249
chr11	8860000	775	0.321507
chr11	8870000	698	0.112553
chr11	8880000	693	0.0038325
chr11	8890000	691	-0.161513
chr11	8900000	730	-0.314388
chr11	8910000	792	-0.509526
chr11	8920000	766	-0.447462
chr11	8930000	682	-0.476286
chr11	8940000	688	-0.473338
chr11	8950000	702	-0.493124
chr11	8960000	706	-0.354461
chr11	8970000	704	-0.153898
chr11	8980000	679	0.0136325
chr11	8990000	634	0.123093
chr11	9000000	691	0.335188
chr11	9010000	542	0.612524
chr11	9020000	451	0.837944
chr11	9030000	440	0.854804
chr11	9040000	396	1.03452
chr11	9050000	320	1.38715
chr11	9060000	263	1.39067
chr11	9070000	198	1.09704
chr11	9080000	160	0.640129
chr11	9090000	155	0.596944
chr11	9100000	17	1.68457
chr11	9110000	15	1.80955
chr11	9120000	9	1.03198
chr11	9130000	9	1.03198
chr11	9140000	7	0.977358
chr11	9150000	7	0.977358
chr11	9160000	10	0.946254
chr11	9170000	22	0.527815
chr11	9180000	50	-0.0138715
chr11	9190000	77	-0.256133
chr11	9200000	101	-0.462471
chr11	9210000	115	-0.646544
chr11	9220000	157	-0.854176
chr11	9230000	204	-0.79728
chr11	9240000	228	-0.690213
chr11	9250000	252	-0.643338
chr11	9260000	285	-0.719902
chr11	9270000	340	-0.748176
chr11	9280000	426	-0.806187
chr11	9290000	468	-0.778752
chr11	9300000	459	-0.718469
chr11	9310000	459	-0.594625
chr11	9320000	420	-0.502508
chr11	9330000	391	-0.52261
chr11	9340000	374	-0.560841
chr11	9350000	369	-0.475003
chr11	9360000	362	-0.481058
chr11	9370000	306	-0.447331
chr11	9380000	200	-0.233205
chr11	9390000	176	-0.579966
chr11	9400000	168	-0.716789
chr11	9410000	162	-1.19826
chr11	9420000	167	-1.26589
chr11	9430000	171	-1.36397
chr11	9440000	274	-0.678763
chr11	9450000	287	-0.962059
chr11	9460000	283	-0.932935
chr11	9470000	272	-0.930535
chr11	9480000	264	-0.912273
chr11	9490000	298	-0.826845
chr11	9500000	360	-0.75604
chr11	9510000	396	-0.83726
chr11	9520000	474	-0.778368
chr11	9530000	565	-0.549909
chr11	9540000	533	-0.630621
chr11	9550000	543	-0.448081
chr11	9560000	599	-0.205022
chr11	9570000	639	-0.184521
chr11	9580000	762	-0.291565
chr11	9590000	697	-0.189581
chr11	9600000	653	-0.228101
chr11	9610000	608	-0.095059
chr11	9620000	559	-0.0023355
chr11	9630000	511	0.0972953
chr11	9640000	439	0.0557047
chr11	9650000	414	0.0520709
chr11	9660000	427	-0.107337
chr11	9670000	545	-0.139593
chr11	9680000	444	0.0868736
chr11	9690000	451	0.0789791
chr11	9700000	454	0.203864
chr11	9710000	508	0.347525
chr11	9720000	480	0.343236
chr11	9730000	419	0.220927
chr11	9740000	413	0.227514
chr11	9750000	420	0.0448488
chr11	9760000	470	-0.528692
chr11	9770000	407	-0.615172
chr11	9780000	460	-0.587912
chr11	9790000	472	-0.504335
chr11	9800000	448	-0.552636
chr11	9810000	417	-0.756365
chr11	9820000	464	-0.775894
chr11	9830000	477	-0.762094
chr11	9840000	519	-0.714235
chr11	9850000	512	-0.606415
chr11	9860000	452	-0.101263
chr11	9870000	367	-0.07477
chr11	9880000	292	-0.0626963
chr11	9890000	345	-0.476533
chr11	9900000	454	-0.161495
chr11	9910000	481	-0.0928609
chr11	9920000	495	0.126201
chr11	9930000	535	0.150191
chr11	9940000	515	0.129795
chr11	9950000	520	0.0534555
chr11	9960000	462	0.0024032
chr11	9970000	460	-0.0016247
chr11	9980000	477	-0.0745743
chr11	9990000	411	0.230206
chr11	10000000	339	-0.102281
chr11	10010000	308	-0.32234
chr11	10020000	273	-0.56112
chr11	10030000	275	-0.654389
chr11	10040000	313	-0.701637
chr11	10050000	324	-0.697766
chr11	10060000	400	-0.840481
chr11	10070000	597	-0.843744
chr11	10080000	698	-0.870526
chr11	10090000	792	-0.951394
chr11	10100000	875	-1.04203
chr11	10110000	992	-1.05886
chr11	10120000	1077	-1.14437
chr11	10130000	1036	-1.18269
chr11	10140000	1043	-1.21452
chr11	10150000	1032	-1.22143
chr11	10160000	997	-1.16924
chr11	10170000	836	-1.24951
chr11	10180000	808	-1.25722
chr11	10190000	775	-1.19228
chr11	10200000	741	-1.01324
chr11	10210000	645	-0.896517
chr11	10220000	601	-0.59368
chr11	10230000	692	-0.542591
chr11	10240000	711	-0.387476
chr11	10250000	819	-0.348945
chr11	10260000	886	-0.388278
chr11	10270000	1077	-0.382208
chr11	10280000	1180	-0.247094
chr11	10290000	1271	-0.207561
chr11	10300000	1370	-0.220801
chr11	10310000	1537	-0.268162
chr11	10320000	1574	-0.304829
chr11	10330000	1519	-0.311209
chr11	10340000	1448	-0.334743
chr11	10350000	1348	-0.317063
chr11	10360000	1258	-0.309544
chr11	10370000	1029	-0.266559
chr11	10380000	863	-0.367496
chr11	10390000	751	-0.48362
chr11	10400000	641	-0.616716
chr11	10410000	612	-0.707862
chr11	10420000	527	-0.826724
chr11	10430000	518	-0.850994
chr11	10440000	609	-0.710119
chr11	10450000	641	-0.765981
chr11	10460000	674	-0.80825
chr11	10470000	786	-0.714975
chr11	10480000	880	-0.62152
chr11	10490000	959	-0.52553
chr11	10500000	1009	-0.435087
chr11	10510000	849	-0.353239
chr11	10520000	868	-0.35619
chr11	10530000	856	-0.340943
chr11	10540000	800	-0.338427
chr11	10550000	949	-0.219272
chr11	10560000	1091	-0.133621
chr11	10570000	1065	-0.0222558
chr11	10580000	1159	0.0132177
chr11	10590000	1106	0.0331269
chr11	10600000	980	0.0757468
chr11	10610000	975	0.0886253
chr11	10620000	977	0.10612
chr11	10630000	968	0.102298
chr11	10640000	951	0.0746633
chr11	10650000	753	0.0318751
chr11	10660000	540	0.0852135
chr11	10670000	451	-0.117943
chr11	10680000	237	-0.3154
chr11	10690000	151	-0.446703
chr11	10700000	156	-0.361035
chr11	10710000	143	-0.479841
chr11	10720000	101	-0.492628
chr11	10730000	135	-0.717164
chr11	10740000	144	-0.89674
chr11	10750000	199	-0.462824
chr11	10760000	276	-0.219405
chr11	10770000	365	0.367908
chr11	10780000	469	0.674108
chr11	10790000	513	0.696071
chr11	10800000	558	0.738748
chr11	10810000	598	0.815216
chr11	10820000	668	0.919947
chr11	10830000	654	1.22244
chr11	10840000	646	1.37797
chr11	10850000	635	1.38586
chr11	10860000	572	1.48853
chr11	10870000	544	1.25408
chr11	10880000	458	1.05686
chr11	10890000	448	1.01686
chr11	10900000	411	0.940301
chr11	10910000	422	0.68482
chr11	10920000	424	0.58837
chr11	10930000	448	0.42021
chr11	10940000	436	0.414254
chr11	10950000	471	0.41919
chr11	10960000	464	0.408226
chr11	10970000	400	0.417311
chr11	10980000	391	0.454463
chr11	10990000	372	0.463772
chr11	11000000	476	0.575571
chr11	11010000	537	0.819598
chr11	11020000	538	0.899613
chr11	11030000	601	0.892563
chr11	11040000	657	0.817856
chr11	11050000	602	0.900515
chr11	11060000	653	0.934023
chr11	11070000	748	1.1378
chr11	11080000	807	1.16445
chr11	11090000	882	1.15556
chr11	11100000	809	1.19815
chr11	11110000	712	1.17646
chr11	11120000	669	1.07373
chr11	11130000	625	1.22169
chr11	11140000	623	1.27929
chr11	11150000	594	1.30037
chr11	11160000	537	1.32716
chr11	11170000	476	0.989824
chr11	11180000	419	0.936207
chr11	11190000	421	0.601212
chr11	11200000	465	0.26796
chr11	11210000	481	0.148474
chr11	11220000	444	0.140976
chr11	11230000	372	-0.342351
chr11	11240000	309	-0.617815
chr11	11250000	376	-0.308598
chr11	11260000	414	-0.106067
chr11	11270000	447	0.0851972
chr11	11280000	497	0.256501
chr11	11290000	507	0.604756
chr11	11300000	500	0.9869
chr11	11310000	547	1.21072
chr11	11320000	611	1.24132
chr11	11330000	662	1.3195
chr11	11340000	723	1.33099
chr11	11350000	749	1.35733
chr11	11360000	763	1.34985
chr11	11370000	718	1.33904
chr11	11380000	658	1.31556
chr11	11390000	573	1.32766
chr11	11400000	491	1.32911
chr11	11410000	443	1.34049
chr11	11420000	400	1.38733
chr11	11430000	354	1.3252
chr11	11440000	297	1.11054
chr11	11450000	223	0.816311
chr11	11460000	190	0.373232
chr11	11470000	237	-0.32985
chr11	11480000	353	-0.890277
chr11	11490000	477	-1.13638
chr11	11500000	601	-1.35644
chr11	11510000	666	-1.5552
chr11	11520000	682	-1.64962
chr11	11530000	695	-1.63419
chr11	11540000	683	-1.6153
chr11	11550000	671	-1.61454
chr11	11560000	647	-1.63428
chr11	11570000	639	-1.5561
chr11	11580000	572	-1.44253
chr11	11590000	456	-1.39875
chr11	11600000	360	-1.04201
chr11	11610000	438	-0.829354
chr11	11620000	525	-0.929018
chr11	11630000	583	-1.08316
chr11	11640000	710	-1.22295
chr11	11650000	739	-1.3127
chr11	11660000	827	-1.34988
chr11	11670000	851	-1.34999
chr11	11680000	908	-1.41125
chr11	11690000	1000	-1.47846
chr11	11700000	1054	-1.48357
chr11	11710000	936	-1.63908
chr11	11720000	897	-1.69103
chr11	11730000	875	-1.67937
chr11	11740000	779	-1.56765
chr11	11750000	828	-1.25316
chr11	11760000	772	-1.05403
chr11	11770000	729	-0.798994
chr11	11780000	631	-0.537217
chr11	11790000	590	-0.00734894
chr11	11800000	521	0.184228
chr11	11810000	513	0.412418
chr11	11820000	446	0.820082
chr11	11830000	439	1.10512
chr11	11840000	408	1.17773
chr11	11850000	356	1.20454
chr11	11860000	389	1.22853
chr11	11870000	505	1.247
chr11	11880000	621	1.34168
chr11	11890000	638	1.31684
chr11	11900000	669	1.35648
chr11	11910000	687	1.43375
chr11	11920000	690	1.38564
chr11	11930000	696	1.35966
chr11	11940000	745	1.28416
chr11	11950000	720	1.27212
chr11	11960000	692	1.10293
chr11	11970000	586	0.691109
chr11	11980000	470	0.325962
chr11	11990000	389	0.0830631
chr11	12000000	367	0.00506916
chr11	12010000	311	-0.253317
chr11	12020000	381	-0.530375
chr11	12030000	389	-0.774083
chr11	12040000	386	-0.949654
chr11	12050000	438	-0.901411
chr11	12060000	442	-0.834456
chr11	12070000	513	-0.637249
chr11	12080000	512	-0.602706
chr11	12090000	568	-0.394995
chr11	12100000	582	-0.399179
chr11	12110000	628	-0.269365
chr11	12120000	583	-0.0447314
chr11	12130000	524	0.213193
chr11	12140000	540	0.317311
chr11	12150000	612	0.118686
chr11	12160000	684	-0.133516
chr11	12170000	723	-0.419897
chr11	12180000	870	-0.619318
chr11	12190000	958	-0.873544
chr11	12200000	1026	-1.02478
chr11	12210000	1127	-1.16851
chr11	12220000	1202	-1.25141
chr11	12230000	1217	-1.29947
chr11	12240000	1255	-1.37452
chr11	12250000	1213	-1.38112
chr11	12260000	1164	-1.34588
chr11	12270000	1091	-1.28908
chr11	12280000	1061	-1.27212
chr11	12290000	1077	-1.24219
chr11	12300000	1090	-1.13689
chr11	12310000	1109	-1.12929
chr11	12320000	1100	-1.12777
chr11	12330000	1173	-1.1225
chr11	12340000	1135	-1.09859
chr11	12350000	1100	-1.12074
chr11	12360000	1146	-1.12994
chr11	12370000	1139	-1.15767
chr11	12380000	1105	-1.13704
chr11	12390000	1035	-1.15311
chr11	12400000	1013	-1.24041
chr11	12410000	917	-1.288
chr11	12420000	828	-1.25251
chr11	12430000	758	-1.24081
chr11	12440000	703	-1.25742
chr11	12450000	676	-1.29456
chr11	12460000	632	-1.28016
chr11	12470000	596	-1.16821
chr11	12480000	590	-1.10037
chr11	12490000	711	-0.616096
chr11	12500000	669	-0.516979
chr11	12510000	654	-0.425324
chr11	12520000	701	-0.484952
chr11	12530000	783	-0.64034
chr11	12540000	841	-0.707495
chr11	12550000	874	-0.72416
chr11	12560000	839	-0.707756
chr11	12570000	879	-0.782368
chr11	12580000	895	-0.819806
chr11	12590000	793	-1.03468
chr11	12600000	972	-0.86678
chr11	12610000	1114	-0.818101
chr11	12620000	1251	-0.757482
chr11	12630000	1337	-0.634323
chr11	12640000	1448	-0.518069
chr11	12650000	1545	-0.420037
chr11	12660000	1599	-0.38565
chr11	12670000	1597	-0.348118
chr11	12680000	1570	-0.302905
chr11	12690000	1518	-0.379866
chr11	12700000	1426	-0.360958
chr11	12710000	1233	-0.304989
chr11	12720000	1035	-0.263744
chr11	12730000	847	-0.241854
chr11	12740000	687	-0.283974
chr11	12750000	525	-0.392918
chr11	12760000	482	-0.425585
chr11	12770000	430	-0.427105
chr11	12780000	374	-0.424831
chr11	12790000	305	-0.162977
chr11	12800000	163	-0.243019
chr11	12810000	187	-0.355486
chr11	12820000	184	-0.27504
chr11	12830000	179	-0.20915
chr11	12840000	171	-0.339444
chr11	12850000	213	-0.436502
chr11	12860000	192	-0.595495
chr11	12870000	200	-0.313935
chr11	12880000	184	-0.312728
chr11	12890000	190	-0.308149
chr11	12900000	199	-0.346835
chr11	12910000	159	-0.214982
chr11	12920000	163	-0.237125
chr11	12930000	174	-0.152534
chr11	12940000	169	-0.0252499
chr11	12950000	185	0.781402
chr11	12960000	165	0.900699
chr11	12970000	130	0.845318
chr11	12980000	153	0.617162
chr11	12990000	236	0.0764606
chr11	13000000	267	-0.130712
chr11	13010000	308	-0.340953
chr11	13020000	362	-0.295005
chr11	13030000	424	-0.325449
chr11	13040000	477	-0.336215
chr11	13050000	493	-0.648793
chr11	13060000	587	-0.700898
chr11	13070000	700	-0.877606
chr11	13080000	743	-0.966156
chr11	13090000	668	-0.978943
chr11	13100000	728	-0.826068
chr11	13110000	712	-0.789024
chr11	13120000	648	-0.851162
chr11	13130000	565	-0.944117
chr11	13140000	504	-1.01232
chr11	13150000	439	-1.08036
chr11	13160000	355	-1.10005
chr11	13170000	265	-0.607501
chr11	13180000	196	-0.241019
chr11	13190000	182	-0.176477
chr11	13200000	109	-0.404333
chr11	13210000	92	0.0796497
chr11	13220000	260	0.571656
chr11	13230000	292	0.405295
chr11	13240000	292	0.405295
chr11	13250000	279	0.476914
chr11	13260000	266	0.535698
chr11	13270000	247	0.43296
chr11	13280000	247	0.43296
chr11	13290000	434	0.596624
chr11	13300000	567	0.681821
chr11	13310000	768	0.508508
chr11	13320000	602	0.405326
chr11	13330000	618	0.557807
chr11	13340000	639	0.566179
chr11	13350000	767	0.412218
chr11	13360000	819	0.367979
chr11	13370000	810	0.3847
chr11	13380000	810	0.3847
chr11	13390000	640	0.285183
chr11	13400000	480	0.164341
chr11	13410000	272	0.149338
chr11	13420000	287	0.190201
chr11	13430000	275	-0.0101197
chr11	13440000	300	0.0449088
chr11	13450000	188	0.360588
chr11	13460000	139	0.693925
chr11	13470000	139	0.693925
chr11	13480000	139	0.693925
chr11	13490000	122	0.603605
chr11	13500000	122	0.603605
chr11	13510000	181	0.399899
chr11	13520000	218	-0.292325
chr11	13530000	273	-0.152599
chr11	13540000	376	-0.0187129
chr11	13550000	481	0.36214
chr11	13560000	613	0.632537
chr11	13570000	721	0.800216
chr11	13580000	753	0.832637
chr11	13590000	847	0.969908
chr11	13600000	952	1.07992
chr11	13610000	938	1.11152
chr11	13620000	950	1.23215
chr11	13630000	900	1.24998
chr11	13640000	841	1.2748
chr11	13650000	823	1.02902
chr11	13660000	810	0.745832
chr11	13670000	741	0.588092
chr11	13680000	837	0.491177
chr11	13690000	806	0.219715
chr11	13700000	847	-0.345253
chr11	13710000	899	-0.572192
chr11	13720000	852	-0.618741
chr11	13730000	917	-0.54203
chr11	13740000	893	-0.501867
chr11	13750000	850	-0.5265
chr11	13760000	827	-0.551106
chr11	13770000	854	-0.573266
chr11	13780000	755	-0.719542
chr11	13790000	773	-0.797295
chr11	13800000	748	-0.41012
chr11	13810000	769	-0.148796
chr11	13820000	922	-0.0529405
chr11	13830000	967	-0.127818
chr11	13840000	1069	-0.265967
chr11	13850000	1089	-0.215359
chr11	13860000	1023	-0.209821
chr11	13870000	1069	-0.200783
chr11	13880000	1096	-0.136396
chr11	13890000	1087	-0.10505
chr11	13900000	982	-0.172441
chr11	13910000	888	-0.139864
chr11	13920000	724	-0.23746
chr11	13930000	573	-0.203764
chr11	13940000	622	0.0945185
chr11	13950000	659	0.194471
chr11	13960000	655	0.297591
chr11	13970000	563	0.401174
chr11	13980000	549	0.252169
chr11	13990000	511	0.359732
chr11	14000000	501	0.370491
chr11	14010000	535	0.241248
chr11	14020000	548	0.207252
chr11	14030000	553	0.221382
chr11	14040000	359	0.0245349
chr11	14050000	252	-0.330989
chr11	14060000	338	-0.529519
chr11	14070000	388	-0.455315
chr11	14080000	404	-0.33591
chr11	14090000	433	-0.285148
chr11	14100000	583	-0.360451
chr11	14110000	657	-0.317887
chr11	14120000	781	-0.337805
chr11	14130000	901	-0.360516
chr11	14140000	993	-0.400036
chr11	14150000	1065	-0.406367
chr11	14160000	1071	-0.425424
chr11	14170000	1068	-0.401225
chr11	14180000	1053	-0.434039
chr11	14190000	992	-0.442958
chr11	14200000	890	-0.425185
chr11	14210000	786	-0.46
chr11	14220000	722	-0.39739
chr11	14230000	640	-0.414311
chr11	14240000	569	-0.24967
chr11	14250000	552	-0.174843
chr11	14260000	496	0.0193683
chr11	14270000	488	0.0314319
chr11	14280000	461	0.134352
chr11	14290000	459	0.139477
chr11	14300000	418	0.238494
chr11	14310000	409	0.256918
chr11	14320000	361	0.209718
chr11	14330000	396	0.413606
chr11	14340000	355	0.442308
chr11	14350000	297	0.553316
chr11	14360000	337	0.655236
chr11	14370000	278	0.601093
chr11	14380000	352	0.388058
chr11	14390000	384	0.430823
chr11	14400000	480	0.36199
chr11	14410000	475	0.419771
chr11	14420000	471	0.454804
chr11	14430000	492	0.475592
chr11	14440000	643	0.417389
chr11	14450000	720	0.340883
chr11	14460000	712	0.113672
chr11	14470000	849	0.0111435
chr11	14480000	896	0.01694
chr11	14490000	1074	0.402158
chr11	14500000	984	0.456454
chr11	14510000	966	0.448004
chr11	14520000	938	0.470566
chr11	14530000	839	0.433098
chr11	14540000	812	0.305074
chr11	14550000	960	0.13731
chr11	14560000	873	0.189923
chr11	14570000	847	0.209722
chr11	14580000	792	0.237897
chr11	14590000	638	-0.44521
chr11	14600000	619	-0.5045
chr11	14610000	622	-0.514139
chr11	14620000	650	-0.535184
chr11	14630000	677	-0.485369
chr11	14640000	550	-0.467515
chr11	14650000	318	-0.402898
chr11	14660000	308	-0.344007
chr11	14670000	197	-0.235546
chr11	14680000	115	-0.343232
chr11	14690000	59	-0.206595
chr11	14700000	59	-0.206595
chr11	14710000	58	-0.152469
chr11	14720000	33	0.52336
chr11	14730000	6	-0.0514626
chr11	14740000	13	-0.629174
chr11	14750000	16	-0.50584
chr11	14760000	26	-0.221521
chr11	14770000	73	-0.129586
chr11	14780000	224	0.4721
chr11	14790000	374	0.515493
chr11	14800000	487	0.651624
